N_unmapped	2357550	2357550	2357550
N_multimapping	2153383	2153383	2153383
N_noFeature	17474244	39423446	18223848
N_ambiguous	1021875	14559	801289
ALDH18A1	1345	31	1314
TCTN3	444	10	434
CFAP46	8	0	8
LOC104361281	1	0	1
NKX6-2	0	0	0
INPP5A	123	1	122
PWWP2B	805	29	776
LRRC27	38	1	37
LOC116961417	5	0	5
STK32C	3	0	3
DPYSL4	0	0	0
JAKMIP3	7	0	7
BNIP3	656	21	635
PPP2R2D	1322	31	1291
TCERG1L	35	0	35
GLRX3	4496	135	4361
CUNH10orf143	764	30	734
EBF3	1	1	0
MGMT	70	2	68
LOC122153463	0	0	0
MKI67	585	16	569
PTPRE	51	1	50
CLRN3	0	0	0
FOXI2	0	0	0
NPS	2	0	2
DOCK1	323	6	317
INSYN2A	2	2	0
CUNH10orf90	0	0	0
ADAM12	2	2	0
DHX32	108	118	1
LOC104365324	1911	83	1891
UROS	5529	152	5429
EDRF1	2144	305	1839
TEX36	4	0	4
CTBP2	48	13	35
ZRANB1	11150	246	10904
ABRAXAS2	1983	33	1950
EEF1AKMT2	626	15	611
FAM53B	23	13	37
LOC104367620	223	18	232
NKX1-2	0	0	0
OAT	1459	26	1433
CHST15	11	0	11
LOC116960647	1	0	1
CPXM2	7	0	7
GPR26	0	0	0
BUB3	879	36	843
HMX2	0	0	0
HMX3	1	1	0
ACADSB	110	0	112
IKZF5	875	68	812
PSTK	239	25	217
LOC104363301	1	1	0
CUNH10orf88	41	0	41
DMBT1	0	0	0
CUZD1	0	0	0
HTRA1	5	0	5
PLEKHA1	1240	46	1194
PLAUR	0	0	0
TACC2	0	0	0
NSMCE4A	646	19	627
ATE1	2039	33	2006
FGFR2	1	0	1
LOC116960652	0	0	0
LOC116960653	2	0	2
LOC116960651	2	0	2
WDR11	2369	48	2321
PLPP4	0	0	0
LOC122153442	0	0	0
LOC104360272	2110	287	2090
LOC104360064	1921	53	2136
INPP5F	130	73	58
LOC116960642	1	0	1
BAG3	3	0	3
LOC122153456	1	0	1
TIAL1	3035	50	2985
RGS10	632	6	626
LOC116960640	18	0	18
GRK5	212	10	290
PRDX3	3995	144	3938
SFXN4	698	30	670
DENND10	1827	18	1810
EIF3A	2256	61	2195
LOC116960683	12	0	12
NANOS1	1	0	1
CACUL1	3265	111	3154
PRLHR	1	0	1
FAM204A	3526	55	3471
RAB11FIP2	166	1	165
EMX2	0	0	0
LOC116960650	193	11	184
